Category,Location,Incident,Date/Time
Commenting,"Narayanhiti, Kathmandu 44600, Nepal"," I was walking by the bus park area. There was a man who looked as if he is porter. he commented on me.  
						  More Information »
« Less Information
","16:23 Dec 09, 2015"
Ogling/Facial Expressions/Staring,"Narayanhiti, Kathmandu 44600, Nepal"," One of my friend was passing by the bus park area where a gang of hoodlums commented on her and teased her. They even humiliated her in front...  
						  More Information »
« Less Information
","16:20 Dec 09, 2015"
Sexual Invites,"Narayanhiti, Kathmandu 44600, Nepal"," I used to be in relationship with my ex. We used to go on date at different places. he started asking me for physical relationship. Later he...  
						  More Information »
« Less Information
","16:10 Dec 09, 2015"
Commenting,"Shantinagar, Kathmandu 44600, Nepal"," I was wearing red dress to go to my friend's house. A boy sang a song telling that red dress is looking good on me.  
						  More Information »
« Less Information
","15:48 Dec 09, 2015"
Stalking,"Shantinagar, Kathmandu 44600, Nepal"," when I was going to my relative's house. I was followed by one of my friend who had proposed me. I hadn't accepted his proposal.  
						  More Information »
« Less Information
","15:46 Dec 09, 2015"
Touching /Groping,"Shantinagar, Kathmandu 44600, Nepal"," When I was going to new Baneshwor, I was touched unnecessary by stranger.  
						  More Information »
« Less Information
","15:15 Dec 09, 2015"
Touching /Groping,"Gaushala, Kathmandu 44600, Nepal"," A around 40 years old man touch my body while travelling in microbus. bus route:gausala to maharajgunj  
						  More Information »
« Less Information
","15:00 Dec 09, 2015"
Commenting,"Railway Colony, Tis Hazari, New Delhi, Delhi 11054, India"," near queen mary's school one can see a lot of cheap boys standing because of the school being an all- girls school.one girl going out of the...  
						  More Information »
« Less Information
","14:00 Dec 09, 2015"
Touching /Groping,"Besi Gaun, Gokarneshwor 44600, Nepal"," when I was in class 8, one of my friends got harassed. on our last period one of our classmate touched her at private part intentionally. She...  
						  More Information »
« Less Information
","13:46 Dec 09, 2015"
Catcalls/Whistles,"Narayanhiti, Kathmandu 44600, Nepal"," I have faced different types of verbal, non- verbal sexual harassment in different places like, public transportation , temples and others.  
						  More Information »
« Less Information
","13:01 Dec 09, 2015"
Rape / Sexual Assault,"Khandbari, Nepal"," Chatpate vendor raped a four years old girl.  
						  More Information »
« Less Information
","13:00 Dec 09, 2015"
Catcalls/Whistles,"Sunakothi, 44700, Nepal"," Near to my house, there was small grill factory. Most of the employee are male. One day while i was going to shop. Some boys teased me. They...  
						  More Information »
« Less Information
","12:53 Dec 09, 2015"
Indecent exposure,"Chabahil, Kathmandu 44600, Nepal"," it happened on while i was in grade 10.early in the morning around 6am. i bid my mother and left for school. it was near to my home a about...  
						  More Information »
« Less Information
","12:34 Dec 09, 2015"
Catcalls/Whistles,"लायन्स प्रतिक्षालय, बौद्ध सडक, गोकर्णेश्वर 44600, Nepal"," When I was walking alone on road, a group of boys whistled on me.  
						  More Information »
« Less Information
","12:28 Dec 09, 2015"
Commenting,"Narayanhiti, Kathmandu 44600, Nepal"," i was asked some stupid question by a man while travelling in same bus and he was commenting on me and asking for my number and i denied to...  
						  More Information »
« Less Information
","12:03 Dec 09, 2015"
Touching /Groping,"Chabahil, Kathmandu 44600, Nepal"," I was travelling in vehicle where one adult tried to touch me unnecessarily.  
						  More Information »
« Less Information
","12:00 Dec 09, 2015"
Catcalls/Whistles,"Besi Gaun, Gokarneshwor 44600, Nepal"," a group of boys were teasing, singing and whistling at me while i was walking on the street  
						  More Information »
« Less Information
","11:59 Dec 09, 2015"
Catcalls/Whistles,"लायन्स प्रतिक्षालय, बौद्ध सडक, गोकर्णेश्वर 44600, Nepal"," i saw a girl teased and catcalling by the group of boys  
						  More Information »
« Less Information
","11:56 Dec 09, 2015"
Stalking,"Shantinagar, Kathmandu 44600, Nepal"," during my college one of my englis teacher used to touch my hand, back and stare very badly .i dont know from where he got my number he stared...  
						  More Information »
« Less Information
","11:48 Dec 09, 2015"
Ogling/Facial Expressions/Staring,"Chapali Bhadrakali, 44600, Nepal"," a boy took my picture and was commenting me unnecessarily  
						  More Information »
« Less Information
","11:36 Dec 09, 2015"
Ogling/Facial Expressions/Staring,"Narayanhiti, Kathmandu 44600, Nepal"," a boy showed facial expression which was uncomfortable for me. it was when i was walking on the way to my home from my college  
						  More Information »
« Less Information
","11:34 Dec 09, 2015"
Ogling/Facial Expressions/Staring,"Narayanhiti, Kathmandu 44600, Nepal"," commenting,ogling which means non-verbal and verbal sexual harassment is a common  thing for every girl,and ignoring is only solution. remembering...  
						  More Information »
« Less Information
","11:00 Dec 09, 2015"
Catcalls/Whistles,"लायन्स प्रतिक्षालय, बौद्ध सडक, गोकर्णेश्वर 44600, Nepal"," One day when I was going back to my home, two strange boys tried to talk to me and asked where I was going. Where is my home.  
						  More Information »
« Less Information
","10:00 Dec 09, 2015"
Commenting,"Bhimsengola, Kathmandu 44600, Nepal"," On the way to my maternal home, I was asked that if I can give him my number, if I needs him company etc.  
						  More Information »
« Less Information
","10:00 Dec 09, 2015"
Touching /Groping,"Maharajgunj, Kathmandu 44600, Nepal"," I was travelling in public vehicle. It was crowded. I was sitting on a seat and had kept my bag on my lap. I could feel something on my lap....  
						  More Information »
« Less Information
","06:00 Dec 09, 2015"
Ogling/Facial Expressions/Staring,"Durbarmarg, Kathmandu 44600, Nepal"," when we were with group of girls, a group of boys teased us using slant language.  
						  More Information »
« Less Information
","06:00 Dec 09, 2015"
Commenting,"Kherwadi, Bandra East, Mumbai, Maharashtra 400051, India"," bad crowd. staring and making indecent body movements  
						  More Information »
« Less Information
","19:00 Dec 08, 2015"
Ogling/Facial Expressions/Staring,"Jogeshwari East, Mumbai, Maharashtra 400093, India"," Someone was whistling at me, also staring at me  
						  More Information »
« Less Information
","17:00 Dec 08, 2015"
Commenting,"Gongabu, 44600, Nepal"," a girl was teased by a boy in the gongabu area. as this area is always crowded the boys never miss the chance to tease the girls.  
						  More Information »
« Less Information
","14:00 Dec 08, 2015"
Poor / No Street Lighting,"Mahaveer Bazar Road, Beawar, Rajasthan 305901, India"," there were no street lights i was returning home from temple there in the way was a tea stall boys smoking there saw me and started to talk...  
						  More Information »
« Less Information
","13:59 Dec 08, 2015"
Poor / No Street Lighting,"Mahaveer Bazar Road, Beawar, Rajasthan 305901, India"," there were no street lights i was returning home from temple there in the way was a tea stall boys smoking there saw me and started to talk...  
						  More Information »
« Less Information
","13:59 Dec 08, 2015"
Touching /Groping,"Ghatkopar, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India"," going in a sharing auto from station to r city mall ghatkopar mumbai boy sitting near me was taking my undue advantage.  
						  More Information »
« Less Information
","13:07 Dec 08, 2015"
Touching /Groping,"Ghatkopar, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India"," going in a sharing auto from station to r city mall ghatkopar mumbai boy sitting near me was taking my undue advantage.  
						  More Information »
« Less Information
","13:07 Dec 08, 2015"
Commenting,"Juhu, Mumbai, Maharashtra, India"," it was the tie of when i with four of my friends went to see movie grand masti boys sitting back to me were making some sexual voices and disturing...  
						  More Information »
« Less Information
","13:02 Dec 08, 2015"
Commenting,"Juhu, Mumbai, Maharashtra, India"," it was the tie of when i with four of my friends went to see movie grand masti boys sitting back to me were making some sexual voices and disturing...  
						  More Information »
« Less Information
","13:02 Dec 08, 2015"
Commenting,"Addl. C.P. Office, Bandra West, Mumbai, Maharashtra 400050"," Men whistling and cat calling  
						  More Information »
« Less Information
","11:00 Dec 08, 2015"
Stalking,"Gongabu, 44600, Nepal"," i was returning from my tution classes. in the street some  boys started following me i ran but they did not stooped they chased me to all the...  
						  More Information »
« Less Information
","20:00 Dec 07, 2015"
Commenting,"11, Revenue Colony, Shivajinagar, Pune, Maharashtra 411005, India"," Reports Submitted from safewatch  
						  More Information »
« Less Information
","03:00 Dec 07, 2015"
Touching /Groping,"Nayabasti, Nepal"," Iam touched by my cousin brother, I feel so harassed but he lures me with different kind of things like he behaves me like he cares but touches...  
						  More Information »
« Less Information
","21:19 Dec 06, 2015"
Ogling/Facial Expressions/Staring,"Eksar, Borivali West, Mumbai, Maharashtra, India"," A art and craft group started sending nude pictures of girls and started in line of prostitution.  
						  More Information »
« Less Information
","21:14 Dec 06, 2015"
Catcalls/Whistles,"New Marine Lines, Marine Lines, Mumbai, Maharashtra, India"," Some white collar men were passing by who groped me by my chest and walked away.  
						  More Information »
« Less Information
","21:10 Dec 06, 2015"
Commenting,"Bandra West, Mumbai, Maharashtra, India"," While she was in a sharing auto in bandra west she was being stared and had to face by other man in the auto.  
						  More Information »
« Less Information
","19:59 Dec 06, 2015"
Touching /Groping,"Victoria Terminus, Friends Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India"," She was eve teased by a boy while watching a film.  
						  More Information »
« Less Information
","19:55 Dec 06, 2015"
Touching /Groping,"Vikhroli East, Mumbai, Maharashtra, India"," While on a tain journey she was touched by a person sitting on the front seat.  
						  More Information »
« Less Information
","19:52 Dec 06, 2015"
Stalking,"Shastri Nagar, Andheri West, Mumbai, Maharashtra, India"," A girl was stalked and tried to be molested.  
						  More Information »
« Less Information
","19:50 Dec 06, 2015"
Stalking,"Ranwar, Bandra West, Mumbai, Maharashtra, India"," Her cousin was followed by a stranger while shopping in bandra.  
						  More Information »
« Less Information
","19:49 Dec 06, 2015"
Touching /Groping,"Thakkar Estate, Byculla, Mumbai, Maharashtra 400010, India"," Her swimming teacher tried to assault her.  
						  More Information »
« Less Information
","19:41 Dec 06, 2015"
Taking pictures,"Shobhapur, Pune, Maharashtra, India"," Boys took pictures on dapoli beach of girls.  
						  More Information »
« Less Information
","19:06 Dec 06, 2015"
